"date","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","h24"
"2022-01-28",121932.231,122188.063,122207.067,122350.636,122406.252,122733.159,123748.085,124951.1,126873.804,128839.849,129242.04,129606.279,129441.32,NA,128070.933,126687.982,125837.829,NA,126104.902,125752.628,126640.959,126185.26,125161.834,124650.289
"2022-01-29",125129.557,125333.945,125350.216,125388.456,125363.979,125424.833,125227.684,126131.385,127528.824,NA,NA,NA,NA,NA,NA,NA,NA,NA,126889.404,127044.019,125749.593,125315.127,124439.361,124049.504
"2022-01-30",122839.962,122657.607,122618.538,122648.585,122706.905,122685.037,123319.649,124016.589,125542.145,128346.457,129661.637,131183.641,131894.287,131818.889,130082.257,128388.273,126927.6,127123.421,127603.395,127494.041,127190.57,126416.706,125394.373,125211.711
"2022-01-31",121211.815,121185.675,121430.347,121325.235,121546.475,121994.849,123716.284,126975.174,128950.705,130523.739,NA,NA,NA,NA,NA,NA,130468.027,NA,NA,NA,129294.544,NA,NA,NA
"2022-02-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127614.108,NA
"2022-02-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128613.232,NA,127963.4,127481.475,127420.854,127292.764,125665.003,125778.995
"2022-02-03",122345.497,122512.299,122601.289,122357.931,122263.038,122575.514,123540.354,126227.024,128273.096,130186.271,NA,NA,NA,131032.191,129853.559,128063.333,125645.265,124882.461,125947.763,125272.858,NA,NA,123410.309,123388.172
"2022-02-04",121844.688,121867.987,121958.702,121710.903,122068.622,122394.857,122842.374,125877.106,NA,NA,NA,NA,NA,NA,NA,NA,126647.043,126494.23,126735.977,126210.791,NA,125276.905,123718.231,123401.059
"2022-02-05",122303.304,122083.745,122013.942,122035.566,121816.209,121576.799,122015.897,123073.678,NA,NA,NA,NA,NA,NA,126641.121,125470.097,125192.076,124649.155,125128.251,124877.93,124657.771,124812.539,124158.599,123499.504
"2022-02-06",121078.101,121191.402,121206.322,121041.834,120598.455,120419.845,120157.121,121203.826,122276.518,123837.033,125627.644,126504.084,126863.017,126842.668,126089.265,125241.609,124362.121,124457.044,124697.776,125637.542,125961.002,126342.796,126156.344,126189.077
"2022-02-07",123050.786,123465.199,123681.831,123958.896,124488.544,124678.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129478.354,128268.294,NA
"2022-02-08",125907.483,125827.162,125439.311,125091.209,125048.282,125295.02,126191.963,129048.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128891.356,NA,126974.295,126045.123,124709.015,124196.18
"2022-02-09",122387.71,122082.186,121438.101,121361.045,121375.852,121831.209,123010.171,NA,NA,NA,NA,NA,NA,NA,130112.872,128354.479,125807.149,125639.672,125679.562,125573.343,125133.263,NA,123367.514,122323.103
"2022-02-10",121249.705,121267.381,121133.151,120878.087,120980.335,121018.892,122146.244,124976.326,127579.862,128745.681,NA,NA,NA,130621.188,129932.383,128235.807,126446.609,126644.828,126835.581,126425.103,126035.866,NA,NA,123906.096
"2022-02-11",121925.973,121997.245,121930.312,121941.322,122044.781,122298.625,123004.293,125765.338,127721.593,NA,NA,NA,NA,NA,NA,127427.416,126520.261,125979.656,125680.087,125562.017,125310.137,124391.103,NA,123984.157
"2022-02-12",121835.536,122158.566,122053.55,122018.752,122397.964,122723.164,123668.895,124639.405,126041.11,127680.194,128797.429,129657.023,129447.21,129082.978,128516.766,127332.918,126011.974,125477.383,125562.387,125530.946,125201.55,124006.543,123746.216,122095.494
"2022-02-13",120572.717,120612.628,120236.792,120203.795,120064.684,120218.637,120252.558,120515.604,122536.414,124477.659,125900.619,127124.052,127148.89,126154.955,125127.569,123219.19,121669.019,121677.57,122150.439,122265.403,121647.64,121007.431,120861.174,120488.312
"2022-02-14",119916.585,119754.34,119975.391,120042.899,120571.819,120647.219,121315.774,123931.544,125837.893,NA,NA,NA,NA,NA,NA,NA,127811.809,127297.592,128014.174,127483.122,127362.928,125540.264,125352.434,NA
