49361.811	49067.45	48836.859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2023-11-01
47577.73	47830.766	47585.511	47939.35	48267.821	49523.522	51437.076	53024.7	56397.297	56953.955	55896.71	56549.124	55675.883	NA	55572.366	54909.894	57127.424	58213.353	56626.604	NA	NA	56044.69	53906.073	53614.84	2023-11-02
51207.308	51074.041	50802.76	51169.953	51226.446	51890.688	53669.401	55321.497	59538.454	NA	NA	NA	NA	NA	NA	NA	58311.625	59430.551	NA	NA	56982.663	NA	52433.005	51806.514	2023-11-03
52131.261	52037.059	51718.31	51609.807	51681.696	51893.943	52752.933	54548.581	57623.017	58613.912	59844.094	60549.054	NA	NA	57829.893	56013.256	54480.61	55623.136	57115.927	58209.282	58092.285	56790.634	54214.013	53083.572	2023-11-04
51094.58	50894.91	51410.939	51454.175	51500.126	51547.044	51947.029	53594.568	55662.344	NA	NA	NA	NA	NA	NA	55298.612	54223.744	55348.815	NA	58093.853	57704.927	57359.345	54034.324	52432.278	2023-11-05
49242.569	49002.445	49014.281	49032.606	48924.558	49728.71	52617.374	54870.427	57193.906	59790.775	59853.381	60852.75	60054.575	59287.329	57844.695	57338.922	56115.825	56188.721	56711.982	NA	NA	NA	NA	50452.684	2023-11-06
48014.756	48212.92	47939.255	47623.681	47834.823	48153.144	51855.624	53670.755	54328.856	55112.682	53914.921	54779.952	54906.847	54477.6	53495.927	54065.567	54231.393	55890.837	NA	NA	NA	NA	NA	51801.349	2023-11-07
NA	47574.674	47359.819	47301.136	47543.216	NA	NA	NA	NA	NA	56331.145	NA	55666.901	55361.495	55325.937	54511.793	55601.943	NA	NA	NA	NA	NA	NA	NA	2023-11-08
NA	NA	NA	NA	NA	NA	49098.573	53770.284	53489.881	54285.11	55208.413	55025.807	54587.498	54216.415	53603.294	53777.533	53089.883	NA	55051.067	NA	53618.847	51625.338	50685.405	49892.059	2023-11-09
49219.27	48980.043	48345.947	48229.566	48386.106	49155.075	50361.326	53185.15	56519.464	58355.098	57596.01	57816.734	58051.382	57955.979	57503.282	57288.685	57780.961	59908.055	59578.366	57999.538	57553.192	56440.5	54314.046	53531.904	2023-11-10
NA	NA	NA	NA	NA	NA	56007.677	56865.976	58723.994	NA	NA	NA	NA	NA	NA	57290.851	56988.859	57451.79	58058.174	58014.863	57913.651	57603.919	56234.509	55263.806	2023-11-11
49996.573	49381.955	49298.306	49453.532	49883.507	50111.345	50718.535	51269.88	52294.309	53882.667	54777.902	55172.045	55302.885	54480.992	54109.487	53444.737	53726.671	55345.223	56364.64	56143.942	56067.105	55624.459	53930.18	52521.406	2023-11-12
43863.547	43461.772	42995.89	43580.179	44473.012	45796.528	47931.369	53175.909	55608.194	56305.432	NA	NA	NA	NA	56370.762	56488.872	56233.388	NA	56541.402	55768.238	NA	53529.886	51831.895	50944.118	2023-11-13
50446.532	50138.249	49626.19	49466.983	49401.13	50438.244	53145.17	55245.991	56639.134	57339.509	NA	NA	NA	56392.452	NA	55893.724	56231.613	58328.196	58918.015	59034.899	57198.427	55573.766	54013.832	53244.069	2023-11-14
